评价内容(content)	评分（总分5分）(score)
。。。。。。。。。。。	5
包装完好，发货也很快，但是快递有点烦	5
单位组织泡温泉，原来的泳衣一直没找到。赶紧网上买款新的。泳衣很漂亮，颜色亮丽，还有小裙子，也是连体保守款式。特别满意，京东送货第二天到，不用到处跑。好评	5
很好用，第二次购买	5
不错，很喜欢，也很合适	5
货已经收到了，非常棒的卖家，服务都很热情，下次还会再来购买的。	5
快递很迅速及时到家了，东西还没用	5
好漂亮呀，一百个赞	5
货已经收到了，卖家发货速度特别快，质量挺好的，全五星好评满意	5
美丽动人，款式新颖别致，质优价廉，非常满意！	5
不错  挺好  喜欢	5
不知道准确不。	5
发货速度很快，收到后就迫不及待的打开了孩子非常喜欢很满意	5
游泳还可以吧，适合胸小的人穿，胸大罩不住	5
很好 包装很仔细	5
衣服质量还不错，蛮好看的，感觉码选小了一点，有点紧	5
媳妇很满意，不错	5
说实在的，有点贵	5
您没有填写内容，默认好评	5
老公说挺好的	5
宝贝收到了，好喜欢，比我想的好多了	5
收到，做了两张卡分别是图形和非图形的先用起来	5
8886608	5
穿着特别舒服，垂感很好，胸部很舒服，不会勒住，也不会往下坠，再也不怕泡温泉衣服飘起来露肚子啦。	5
好好好好好好	5
hhhhhhhhhhhhhhhhhhhhh	5
衣服还不错	5
挺好，已经在使用了，之后会再次购买	5
可以呢，美美呢	5
穿着挺好的。穿着挺好的。穿着挺好的。	5
质量非常好  挺喜欢的	5
买了还没使用，做工挺精细的，应该不错	5
挺不错的，还很好看就是买的有点大，不想换，麻烦太	5
大小正好 挺不错的 好好好好好好好好好	5
您没有填写内容，默认好评	5
性感，好喜欢哦	5
出门急，送货速度快，质量也不错，很好的选择	5
很漂亮，非常喜欢	5
上身特别好看	5
月子中心同款 希望好用 还没用过	5
。。。。。。。。	5
很不错，质量很好，摸起来很舒服，价格也可以接受	5
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品。希望京东一直保证正品品质！会继续支持的！	5
。。。。。。。。	5
真心还不错	5
好好好好好好好好好好好好	5
质量超好，超舒服，颜色正	5
很好看哦,穿着很性感,值得购买.	5
衣服挺好的，看上去质量非常好，做工也精致，物有所值。穿上去大小也正好	5
质量还可以，显瘦	5
隔天就到了，而且真的真的很漂亮哦	5
很漂亮，很精致的玩具，宝宝很喜欢	5
物流很快，上午定的下午就到了，包装也很完整。送朋友孩子的，没打开包装，看到过实物，东西很不错，物有所值	5
此用户未及时填写评价内容，系统默认评价！	5
性价比非常高，美观大方好看，好用，小孩非常喜欢	5
很喜欢，颜色一样没有色差，质量也相当好	5
已经用起来，非常好玩！	5
挺好看的，稍微肥了一点，不过还好	5
老板发货很快，给儿子拍的，很喜欢，下次需要会再来购买，快递给力，收到很满意，亲生意兴隆 满意	5
女儿喜欢喜欢喜欢	5
做到这么便宜的开发板不错了	5
质量手感都挺好的，上午下的单，下午就收到了	5
早就想送小朋友一个机器人，网上选了很多家，最后选了京东，发票随机器人一起过来的，这点特别好。希望京东的售后更有保障吧。包装很严密，没有一点瑕疵，希望小朋友看到会高兴的飞起来?	5
可以可以女朋友很喜欢	5
正在使用，暂时没有发现问题。	5
帮妹妹买的，妹妹试了下，上身效果挺不错的，比较瘦身，样子也好看。	5
快递给力，东东更给力，孩子很喜欢，选择正确！	5
好好好好好好好好好好好好好好好好好	5
还不错。。。。。。。。。。。。。	5
。。。。。。。。。。。	5
宝宝很喜欢，包装精美，质量好又好玩，满意！	5
泳衣还是不错滴，美美哒	5
用了好长时间才过来评价的 ，产品本身不错，很吸引小朋友，设计感体验感都很好。质量非常好 手感很好 ，外观也很可爱，感觉有了它，孩子都不怎么和我们玩了  他只要喜欢，对他有帮助就行，很满意！	5
不错，质量也还可以，做普通使用不错	5
已到手，开始研究	5
还行?????	5
衣服不错，女朋友很喜欢	5
送亲戚的，价格不错，质量也不错	5
买着去沙滩穿，还没有上身试效果	5
儿子太喜欢了，爱不释手，还向小朋友炫耀。z	5
商品很满意，价格实惠！	5
好好好好好好好好好好好买买买买买买买买买买吧	5
去游泳。嘿嘿嘿。哈哈哈哈哈哈	5
收到，物超所值，携带方便， 发货速度很快	5
您没有填写内容，默认好评	5
很不错的泳衣，喜欢，赞赞?	5
东西可以，但是发货慢了一天，顺丰快递员晚上7.00又送过来了	5
发货速度超快，机器非常有分量，一看品质就很好，还没时间体验	5
实物跟图片一模一样，卖家服务态度也很好，等下就可以穿上美美的泳衣去漂流了，好开森	5
东西很好 一次点亮 正在使用	5
很好很实用，小孩都喜欢	5
泳衣不错，性感穿着舒服。质量很好	5
超级牛的板子，麻雀虽小，五脏俱全！	5
好好好好好好好好好好好好	5
质感很好，颜色清新，很不错	5
快递很快的，包装也很漂亮，用起来很顺畅！	5
不错不错不错不错不错不错不错不错不错	5
，，，，，，，	5
不错，很满意，送货很快！	5
正版树莓派3b	5
大了少少。还可以	5
不错哦，店家服务态度好，发货速度也快！！	5
很好很好很好好好好好好好好好好好好好好好好好好好好好好	5
非常不错，值得购买。好评！	5
6666666	5
很不错，商家态度也很好，同客服沟通清楚后下的单，很快就收到了	5
还没机会去穿，太冷不想试，先放着吧！	5
6666666	5
商品不错，物流很好，很不错的购物经历。	5
媳妇儿穿上很漂亮	5
东西不错，到手先弄了个打印服务器，然后加了个重启关机按钮，这小东西不错。	5
很不错，女儿很喜欢，实用，方便。	5
超喜欢，很性感！	5
价格比其他网店贵了60左右，不过确实是原装正品。	5
收到了，和商家描述一样，非常好！	5
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	5
收到后已经烧上了系统，正在用了。还不错。	5
跟家里的设备，完美匹配。店家服务态度也很好，有问必答。赞一个。	5
到货很快 不错 满意	5
买回就迫不及待的试了一下，很好看，布料摸起来很舒服，第二天就去泡温泉，比我想象的都好，大小刚好，款式也很好看	5
物流很快！	5
行好，很喜欢	5
很不错，功能强大，价格优惠	5
泳衣特别不错棒极了	5
好好好好好好好好好好好好好好好好好好	5
不错不错，我喜欢，嘿嘿，下次继续，相信京东，相信我哥	5
就是复制粘贴为了评价拿豆豆不说明问题就是复制粘贴为了评价拿豆豆不说明问题	5
宝贝收到了价格非常的经济实惠，快递员服务态度也特别的好，五星好凭	5
买大了，穿着比较宽松，但是还是很舒服的，在海边非常好看，但是在室内泳池可能纯色的更好看	5
质量很好  小巧的开发板  很适合初学者喝爱折腾的人来玩  用来做家庭nas功耗小 使用方便	5
宝贝收到了，商家服务态度不错，包装完好无损，物流也很迅速，下次还来光顾，五星好评	5
66666666666	5
包装回来打开都破了，还好里面的衣服没坏。	5
东西不错，女儿很喜欢	5
不错！！！！！！！！！！！	5
稍微有点点大 其他还好	5
发货快，简单易用！	5
感觉还不错，主要孩子很喜欢，谢谢	5
可以，好着呢！	5
不错，样式很漂亮，还有很厚的胸垫哦	5
老公为单位选购的。习惯性全部五星好评。	5
物流很快，东西实用性强大，很不错的！	5
挺好看挺漂亮的，好好好好好好好好好	5
此用户未及时填写评价内容，系统默认评价！	5
样式很漂亮，还有很厚的胸垫哦	5
不错不错，麻雀虽小五脏俱全	5
这个特别好，用着方便！	5
好看好看好了好吧好好好了	5
和图片描述一样，价格也不贵，推荐大家购买，五星好评	5
隔两天都不保价这点很谜&hellip;&hellip;**同一家店不到一百，但是为了第二天能收到还是在这里买了。裤子边有点短，但如果买大一码上衣领口估计又太低了。还没下水，希望质量好吧。	3
美哒哒，青春靓丽，还可以遮肚子哦！	5
衣服还是不错的穿着舒服，第一次去水库，就是太晒	5
质量还不错，包装严密，京准达送货准时。	5
非常满意，孩子很喜欢，每天都爱不释手。	5
积累评价太多，默认好评！	5
搞活动买的穿身上的效果特别好，青春有活力，关键看不到小肚子喜欢	5
做工一般，能用	5
很好很喜欢，值得推荐购买！	5
奇怪，为什么别人都有赠品，我什么都没有，同样的价钱	5
还是不错的 适合泡温泉的时候穿 比较不尴尬	5
送给大侄女的，蛮喜欢的。	5
不错不错不错不错不错不错不错不错不错不错不错不错	5
不错，用着很方便，也不怕冬天用着太冰！	5
第一次玩这个，感觉真的真的真的还不错	5
111111111111111	5
质量很好，性价比超高，物流很快，发货也很快。	5
衣服很漂亮，买大一码，申请换货商家马上发货过来换了，很满意。	5
适合个子矮小的女生，我170，60公斤，穿有点短，送人了	5
快递小哥非常好，送到家门口，给力	5
第二次在这家店买了，很不错的，值得信赖哦！	5
很好，已经用上了，大大的赞个！	5
用了几次，很方便，照额头滴一下就好了，方便顺心	5
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题	5
老婆买来泡温泉的，简简单单	5
不错，用着很方便，给宝宝量体温比较快捷	5
好评  女儿很是喜欢！	5
还好吧，还好吧，温泉用的呵呵呵	5
东西不错，方便便宜实惠！	5
好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！	5
有送电池，收到就试用了，感觉还行，有时准，有时量的不一样，给宝宝测奶温还是不大放心	5
好特别好啊。	5
特别漂亮，而且很舒适，下次还会再买的，物流也是相当快！	5
买回来试用了下，挺好用的！	4
好啊好啊好啊	5
开发用，希望早日开发成功	5
很好的玩具。，质量很好， 很不错呢， 孩子特别喜欢， 家长可以考虑给孩子购入	5
非常棒，第一次买这个，还不知道怎么入手	5
还没有正式用，等用过以后再追加评论。	5
东西非常不错，我儿子超级喜欢，客服态度也很好， 五分好评	5
看着做工太马虎了	5
刚收到，晚上回家试试 ??	5
挺好的，不显胖，也不冷～大小正好	5
设置成功后试用了一下相当有趣，孩子非常喜欢	5
看着不错，还没穿	5
以前买的耳温计坏了 感觉这个更好 更方便	5
第一次  准备试试水   用做盒子正好合适	5
不错，孩子特别喜欢，也不粘着我了	5
效果不错，好评	5
用起来很方便，给老人用的，快而准确。	5
不错哦，挺好的	5
送人的，小朋友很喜欢，比较满意	5
感觉好，也合身，快递快，值得买！！！	5
这个比水银体温计来的快，也比较安全	5
很不错啊，用来陪孩子玩的，京东商城购物就是方便快捷！我还会来的！	5
挺好的，保守款，舒服，凑豆子评的，挺好的，保守款，舒服，凑豆子评的，	5
东西不错，以后还会在次购买。	5
已经被我组装好了，哈哈。买的红色的壳子，看着很棒。风扇还是有必要的，没风扇的时候，运行起来温度都是60多度，现在安装了风扇，降低35度左右了。	5
感觉还行，先用着吧，以后再追评吧	5
用了这么久才来点评   孩子用得非常开心	5
还不错，只不过我选择的是中国版，文档全是英文的是不是不太对？	5
这玩具女儿很喜欢，一有空就打开听故事，我也跟着听了，很有趣，女儿不会再一直抱着手机了	5
货刚收到。看起来挺方便孩子用，快递员服务态度很好，值得给他好评	5
东西收到、！孩子很喜欢！	5
非常好，包装仔细，孩子喜欢，物流也很快  ，商家也是良心商家，很满意	5
包装完整，售后态度很好，整体满意	5
试穿了一下，很棒棒哦，一点也不漏，不过男票还是嫌裙子下摆短。。。。我觉得很好，哈哈	5
不错的东西，还没研究	5
送的小物件也没有	5
非常方便 这个产品很好	5
东西收到了很不错，值得购买！	5
质感不错，颜色漂亮，包装上档次，本来是买给小女儿学说话用的，给她陪启蒙用的，结果15个月的她用不了，不会说话，给6岁的儿子使用刚好，学习英语，讲故事他最喜欢了，很棒	5
可以装linix和win，真的是很好的微电脑	5
这个裙子真的挺好的，质量也行，就是我好像买点儿有点儿小，我100斤，身高158，买的m码，感觉有点儿紧，我可能买l码会更宽松一些，而且很快就送到了，京东快递就是快	5
好像买大了一号，质量不错，颜色也正	5
很好，与商品描述的一样	5
物超所值，好用不贵，	5
喜欢。大小合适，谢谢客服。期待出行	5
还没开始用，先给好评	5
小朋友很喜欢，功能较多，还没学完，慢慢使用	5
不错的东西，好评一个。	5
质量真是特别好，舒服很喜欢	5
宝贝收到了，物流很快，第二次购买了，还是蛮准的	5
外形很萌，操作起来也简单，女儿一学就会，很喜欢这个	5
质量真的很好&hellip;&hellip;	5
挺好的泡温泉穿着都说好看	5
颜色和图片一样，质量很好	5
孩子用了非常喜欢，值得购买，赞一个！	5
送货非常给力，公司需求部门很满意！以后还会采购。	5
搞活动买的，性价比高。。。。	5
很好用，特别喜欢，快递很给力，而且服务好	5
漂亮，很满意，给女儿买的，放假出去玩准备的	5
板子不错，没有质量问题	5
快递特别快，东西不错，有需要会再来的。	5
买给闺女的，大小挺合身，款式也不错。	5
只有一种树莓派，想说不好都难	5
已经收到非常可爱，宝贝可喜欢了，语音识别真灵敏，问什么都知道，很愉快的一次购物	5
给媳妇买的，挺好看，适合玩水，多搞点活动	5
已经开始自己整了，没有问题，不过初级选手建议买二手的，不过二手有风险，投资需谨慎	5
急用的，速度够快。	5
价格优惠 性价比高 一直信赖京东	5
还可以吧，相信京东，还没有试穿，希望不会失望的	5
不错，给孩子量体温方便多了	5
孩子们非常满意，天天爱不释手，对学习非常能有帮助，早上还能叫宝宝起床，孩子们的大爱	5
气死人，这么信任京东的，却买回来一次垃圾，一点不准，每回测量结果都不一样，白买了，更要命是耽误了孩子的治疗！	5
用起来感觉不错，儿子很喜欢	5
很好用，京东送货快，值得信赖。	5
东西不错非常满意，用着挺方便！	5
好好好，刚刚收到，看了看外观，是我喜欢的样子	5
简直就是微胖的福音啊，质量不错	5
没想到，个头真给力啊，希望好用吧。	4
非常喜欢，比上次从实体店花了小200买的强多了，物超所值，质量非常好?，穿着也很舒服，会推荐给朋友。	5
很棒的购物经历	5
用了一段时间了，感觉挺准的！	5
特别好的东东，反应略慢，不过音响质量很棒，功能强大宝贝很喜欢！总体上说，物有所值！	5
宝贝好美，千挑万选选了这套，好开心	5
挺好的，便宜又好用！值得购买！挺好的，便宜又好用！值得购买！	5
还没想好做什么，买回来的之前以为和手掌比不多大，买回来没想到这么小，很精致，做工不错，挺结实的	5
挺好的 忽略后面还有更多精彩发现的新家装修中美合作协议&hellip;&hellip;这种难以言语不想要	5
很不错哦、值得购买	5
一如既往的好，支持京东。	5
这个产品专门针对小孩的，包括歌曲等等，还有就是微聊的新消息提示做的不够，经常收不到	5
选了好几家，最后选定这身衣服，特别满意	5
正品，质量很好	5
好用好用，可以吗给不给京豆。马上超过20个字了，坚持一下	5
不错！！！！！！！！！！！！！	5
不错，实惠实用	5
衣服是真的很好，跟图片一模一样	5
可以，小巧玲珑，有点不可思议	5
今天收到快递给力，我宝宝很喜欢	5
用起来方便，我儿子正需要这个	5
东西还没用，后面再来评价！！！	5
东西收到啦非常惊喜特别喜欢 质量也不错 以后还会再来的 么么哒 一百个赞	5
物有所值，很满意，推荐购买	5
物流很快，包装很精致，是正品。非常喜欢！！	5
不错，宝贝喜欢，当玩具用。	5
还不知道准不准，希望不要令我失望	5
产品质量非常好，价格也非常实惠，送货速度快，快递小哥服务态度好。	5
树莓派开发板，做工精良，性能先进，十分实用。活动期间价格实惠，送货上门，很方便。	5
质量不错！上身很美！	5
收到泳衣漂亮穿上又合适！很满意的一次购l物，京东物流速度快快递员服务态度好！	5
很好很不错	5
买这个电脑的时候，对比了几款，华硕，戴尔和惠普，最后还是定了这款，而且实体店的型号都没有这边的齐全，我以为物流会很慢的，结果出人意料的快，而且包装也特别好，完全超出期望值。开机只用了几秒，比我原来的那个笔记本不知道快几倍，所以找对卖家很重要，继续支持惠普！	5
温度测试很准，使用很方便，价格实惠，建议购买。。。。	5
穿着很舒服，也合身，在京东买的放心	5
给爸妈买的，反应说很好用，使用起来简单方便	5
还行，看着像是正版的，用起来也很流畅，目前没发现什么问题	5
穿出去旅游了，只想说，美美哒，非常满意，朋友也喜欢说要来买	5
看起来挺好，还木有穿。等来年春暖花开天气暖和了再穿。	5
装好试了下开机正常，没买显示器，直接接在电视机上，效果不错，完全可用	5
孩子非常喜欢，玩的非常高兴，这礼物孩子非常喜欢，功能非常多，闹钟功能太赞了，还有很多功能在研究中&amp;hellip; 大赞！	5
很方便，孩子 小，用水银的，不方便，这个方便，量的准确度也差不多，我对比过了，还是比较满意的	5
一开始用不太习惯。测的不一样	5
和原来一样，一日既往的好，多次购买了	5
上身效果真不错，很显肤色！很满意的一次购物，以后还会光顾！	5
东西收到   感觉还是不错的   琢磨中	5
漂亮，期待夏天穿着去海边	5
不错，一开始有点不适应觉得有点小，到后面就觉得挺好而且屏幕宽看着很舒服，我拍照光线不好，就是星14是指纹锁，嘤～粉色是真的好看	5
给公司买的，研发部说是正品，我不懂，他们用说可以的。	5
还没用，感觉应该不错&hellip;&hellip;	5
东西看上去不错高大上，值得购买	5
穿着舒服，特别显瘦。	5
还行，就是有时感觉不太准	5
很喜欢，没烧内存卡，所以还没开机体验，具体还要等开机再说	5
总体来说不错，继续支持！	5
货已收到，物流很快，我很喜欢，不过买回来斤就有烂洞，太伤心了	5
不错不错啊 可以的	5
老公说不错	5
这个非常好	5
还不错就是因为静电老是死机	5
很不错，特别喜欢，店家超级给力，谢谢店家，祝店家生意兴隆	5
小机器人还不错，孩子喜欢!	5
感觉还可以	4
物超所值啊，很满意的购物体验	5
宝贝还是很智能的，可以和仔仔互动，希望可以多陪伴宝宝！	5
京东不错，物流也快，买小了换了大一码，二天就换好了	5
很感谢您的理解	5
说实在的，物美价廉，这个价格算是良心了，以后还会推荐朋友购买。	5
京东购买，方便快捷有保障	5
商品质量果然不是盖的！	5
使用很方便，准确度有待提高。	5
非常不错，很智能，又能学习！哄娃神器！	5
板材的做工不错，还未测试	5
买了很多东西 都非常满意 很好的卖家 我会常来的	5
同事说花色好看，还没有试，不知道穿出来什么样子的，期待泳衣温泉	5
物品很贴心，好用。发货及时，物流服务好。	5
看到了可以让孩子学习很喜欢，支持机器人发展	5
商品收到好几天才来评价，主要是自己还没整明白，现在都弄好了，孩子非常喜欢，一次不错的购物	5
一个五脏俱全的微型电脑，以前没有玩过，现在买来玩玩?	5
好卖家，宝贝相当理想	5
162cm 110斤 感觉买大了 下水需谨慎&hellip;&hellip;	5
用着还可以，方便较小孩子使用	5
一次买了两台，东西刚收到就迫不及待的安装，喜欢极了，以后可以省不少事了，值得购买	5
孩子喜欢，还在使用中，后续。	5
服务非常不错，包装也特别精致，确认正品无误。还没有适用，先给个好评。	5
强烈支持！！！！	5
买的有点小了，挺好的	5
很喜欢的样式，穿上正合适。	5
送给朋友女儿的礼物，看着很不错	5
东西已收到，没问题，很满意。	5
舒服，料子好，实在，喜欢?	5
评价什么的最麻烦了	5
家人旅游买的还是不错的，挺好的。	5
还好，谢谢送的礼物	5
还可以，比较方便	5
物流很快，产品很不错，点赞?	5
东西已收到，没问题，很满意。	5
看着质量不错，还没试穿，天太冷了，买来准备泡温泉用的	5
货已收到，但还未安装，等安装好了再来追评。卖家服务态度好。	5
很漂亮 质量和价格相符	5
卖家服务态度很好，物流速度很快，下次还会在来光顾的	5
还行吧、??点不会用	5
宝宝很喜欢，宝贝的功能也很齐全！	5
面料不错，弹性可以，洗了不掉色不变形，就是实物颜色比照片深很多，其他都可以	5
东西很不错，下次还会买。	5
东西不错的，装上了用了一上午	5
东西确实不错，很好，下次还来。	5
与图片一致，料子很舒服，很喜欢，有点露，不过泳衣正常啦！	5
还不错，拿回来试了一下，没问题	5
非常好，特别好看，值得购买，推荐一下	5
客服态度好，买得很急，所以选择顺丰了加了5元，第二天就到，刚好赶上周末去玩！泳衣非常漂亮，跟那些五六百的质量没什么区别，很满意！	5
满意非常好玩，很有用的！孩子喜欢?	5
品质和版型都很不错，也没有色差，值得推荐	5
性能强劲，我用来做家庭文件服务器的。试了一下，因为我配了风扇，还挺扛得住的。	5
不太准，和水银温度计差几度	5
产品质量很好！	5
昨天下单今天就收到了，外观很满意，还没试，试了在追评	5
很合身，非常满意。	5
每次测量的温度不太准，总是需要测量多次，选一个最高的温度	5
泳衣质量不错，很喜欢，三件套很贴心，可性感，可含蓄	5
我觉得不错，物有所值～	5
算折腾的东西吧，刚接触，慢慢玩	5
好用，给宝宝买的，方便多了	5
衣服不错    去温泉回头率很好	5
东西不错，发货也快，没有数据线，得单买，给好评	5
很漂亮，实用，便宜，不错	5
这款太喜欢了	5
收到，很好，不错，非常喜欢，	5
质量超级好的呢，而且穿着也挺合身的。	5
衣服质量还行，有点偏厚，打湿后衣服好重。	5
不错，，老婆1.6米，130斤XXL刚好	5
习惯好评，信任京东，好好好，好好好！	5
可以，成功点亮。功能强大，是真的小巧	5
很不错的一次购物，推荐给大家，京东小哥送货服务好！	5
为什么打开没有发现纸袋包装？只有一个塑料包裹的主板，是不是我收到了别人退的二手货？试了下板子没问题，但还是不开心。	3
衣服不错，泡温泉的时候穿的，同事都说好看	5
不错，发货很快，客服服务也很棒，很耐心。	5
实物没有照片白，更偏粉红，白底可能更好看些，内衣偏硬	5
发现买贵了很多	2
使用方便  卫生   简单实用	5
运行正常，一点就亮。	5
送货很快，价格实惠，非常满意！以后还是会在京东购买！	5
很漂亮，开始选错了号码，卖家免费为我付邮回来的运费，我一直在你家购买泳衣，质量很好，谢谢！	5
试过了很好用这下我可省心了	5
可以，培养下小孩的兴趣就喜欢了，谢谢！	5
不错，回来插上电运行良好，一直到现在都在运行，没什么问题。	5
测温好像不是很准确，比起耳温差很远啊！	5
一直没穿，所以没岀来评价，昨天试穿感觉好舒服，美美的，特喜欢，好评好评好评！	5
挺好玩的，内容挺丰富，4岁以上孩子比较适合。	5
上网速度快，安装方便，功能强大	5
超喜欢，穿着胸型好，值得购买。	5
挺好用的，不知道量出来的体温准不准，感觉还可以	5
质量真的不错呢	5
超级好，先不会用，觉得功能很少，会用了觉得真是个宝。	5
不错的产品，使用中。	5
质量还可以，挺不错的店铺	5
喜欢合适美	5
挺好的，个人喜欢保守型的泳衣，所以对这款很满意	5
精致美观，重要的是特别好用，喜欢?	5
小巧，发热量不大，系统运行良好	5
还没用，家里有宝宝，备用，感觉挺好的	5
很宽松，显瘦	5
已经安装好win10，一键点亮。	5
色彩鲜艳，大小合适，面料舒服，泡温泉海边都很好	5
东西很好用，很方便，我妈妈不会用水银的，这个妈妈使用了说这个东西真好用。	5
小朋友收到后爱不释手。很实用，可以教小孩子拼音，英语，诗词等。	5
第二次买了    还不错  挺实用的	5
泳衣很合适，不错的选择	5
10分好评	5
东西就是好啊！！	5
挺不错的  家人很喜欢	5
质量超级给力，发货速度快，卖家服务很好	5
质量太差，测试完全不准，谁她m才这么一点点温度，同样的距离，连续测几次，就几个温度，给一星都算多，太失望了	1
很方便，快捷	5
非常棒，很不错	5
感觉还行，大小正合适，款式也还行吧	5
整体体验不错，外形憨厚可爱。\n儿童语音识别提高一些更好了，正在逐步探索中	5
比较准确，给孩子买的，感觉还行	5
面料摸着很舒服，质量也挺好，和店里面看的100多的差不多洗了不掉色，很喜欢。	5
公司采购,指定的产品	5
挺好用，也比较准	5
快递很快就到了，性价比高，很满意！快递很快就到了，性价比高，很满意！快递很快就到了，性价比高，很满意！快递很快就到了，性价比高，很满意！	5
东西很不错  京东的产品没得说 物流衣很给力~	5
这个可以测额头和耳背的	5
东西好，经济实惠	5
泳衣收到了，喜欢，码数也很正，再来上图赞赞赞客服态度好好，推荐的颜色我也好喜欢	5
东西收到了，翻译很方便，以后就用它了，卖家服务好，物流也快。	5
游泳衣真的很重哈哈?我163cm59kg 买2xl合适！	5
不好用，不准差一度五	5
穿着显瘦，客服推荐的颜色也显肤色好，喜欢的不得了，会推荐朋友来的，款式新颖别致，客服服务赞赞赞	5
通话流畅，视频效果也很好	5
反应不是很灵敏，连续测也会有温差	4
挺好看的，质量不错，很重，是我想要的	5
价格偏贵  一般	5
很漂亮，老婆很喜欢，度假就穿这个了。	5
不错很好用	5
太厉害了！	5
给媳妇儿买的，很喜欢，没有下水，不知道怎么样，用后再评	5
帮朋友买的 他说还可以吧	5
用了   感觉还可以 超级方便	5
很漂亮，质量很好，，安全不怕走光，后背很性感哦，漂亮漂亮漂亮，喜欢，	5
布料超级好，穿起来很显瘦，，这套泳衣是我买过的最好一套了，发货也很快，两三天就到，喜欢赶快下手吧	5
宝贝收到了，发货很快，质量也很好，穿起来很舒服，喜欢的赶快	5
泳衣收到，挺合身的，不掉色，不变形，大小刚好，满意！	5
泳衣收到了呢，非常喜欢，穿着跟合身，朋友要买一套哦。	5
宝贝收到了，到时就可以用上了	5
小孩很喜欢，音质也特别清晰，主要内容也很丰富	5
满意，没有色差，很好看，尺码也很合适，裤子男票还没有试，不过布料摸着都很舒服	5
还是挺简单的，研究了一会，宝贝很喜欢，发音标准	5
整体挺不错的，衣服很漂亮，显白，，就是胸罩小了点，怪我胸小咯????	5
东西不错方便小老人，小孩！沟通更方便！	5
都不错的商品，寄回给朋友的孩子玩耍的，忙不错的哦！	5
衣服很合适！穿上美美哒！做工也特别好！我是刚生完小孩以前的泳衣都不能穿这个穿上一点都不显肉肉哦！ 洗了稍微有点点浮色，正常的很满意啦！	5
这个玩具不错，够折腾的	5
好。希望出4代的。	5
送到单位就在更衣室试穿了，晚上肉肉偏多，裙子很遮肉，花色质量都很好	5
价格实惠，物流也很快，超级赞的，宝贝收到了，很喜欢	5
很快就玩得爱不释手了	5
物流特别快，宝贝超级喜欢，打算再入手一台，送我侄女，喜欢的宝贝下单吧	5
价格也不贵，质量一般，不知道能用多少次	5
质量不错，价格也合理，也很好用，棒棒的哒	5
建议绕行，来自良心硬件开发爱好者的建议。只有一块板子，无任何电源，接线等配套设施，也没有开发说明，只有一本用完全看不懂，用各国语言编写的说明书。有图有真相。。。。找客服，有没有什么说法，直说完全一致。。良心建议，建议绕行！！！	1
宝贝收到，物流快，质量很好哦	5
刚装好，挺不错的，跟着教程连屏幕，开ssh，，连WIFI，之后爽歪歪，很溜。希望学到更多的东西。。刚装好，挺不错的，跟着教程连屏幕，开ssh，，连WIFI，之后爽歪歪，很溜。希望学到更多的东西。	5
很漂亮，也合身，值得拥有	5
给孩子买的生日礼物，确实很不错，质量好	5
超级喜欢。真的买对了。这样也不会撞衫了。夏天一定是一道美丽的风景线	5
很不错，方便了很多	5
不错，已经装起来了，系统是用的官方的，已经使用起来了，配合python&hellip;	5
挺好的，很显示身材。很满意	5
再次为京东点赞！质量很好	5
洗完评价的，很好，穿着很漂亮，只是胸部罩杯哪里好大，?178买L 码就可以了，我买的是XL 有点肥胸围。以后泳衣就在这里买了。码合身，很满意。夏天海边去水世界都可以美美哒了。	5
给孩子买的生日礼物，确实很不错，质量好	5
很不错，好用	5
试穿了一下感觉不错	5
给孩子买的生日礼物，确实很不错，质量好	5
反应灵敏 ，体温测量正确	5
完美，合适，特别喜欢，好评	5
试用了一下好不错	5
衣服质量挺好的，很合身，也很舒服。	5
不准的，水银都39.2，它还是38.45那样。	1
已经是第二次购买了，很好！希望一直在这里采购！	5
给孩子买的生日礼物，确实很不错，质量好	5
快速又好看~	5
款式好看。。。。。。。。还不错	5
朋友介绍买的泳衣到了哟，看她上次穿的很好看，也买了一套，泳衣和图片一样木有色差很漂亮，款式也很喜欢上面带有胸垫，聚拢效果非常好哟，小胸变大胸，哈哈，简直就是平胸妹纸的福音，下面裙子是裙摆分叉的很有个性，又是高腰的显瘦显高呢！质量不错呢	5
做工好发货快，非常不错的卖家	5
非常好，里面胸部没有钢圈，很舒服，泳衣很靓丽，	5
用了几天还可以，这个价格很便宜的	5
超乎想象的满意，完美完美&hellip;&hellip;	5
哇，宝贝收到啦，物流真心快哦，拆包后质量非常好，也没有色差	5
做工好发货快，非常不错的卖家	5
出去泡温泉买的，朋友都说挺好看的，就是稍微买大了一点，挺好的，也不暴露，连体的上厕所稍微麻烦一点，衣服有点重，送了胸垫太厚了，哈哈哈	5
在一起吗一一、这么好吃呢、不会是因为	4
